route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
6,TRAIN-E25-TRKPI-Semaine-02,4400147-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60185,1215,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400147-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60185,1215,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400148-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60186,1207,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400148-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60186,1207,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400149-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60186,1209,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400149-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60186,1209,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400150-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60186,1211,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400150-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60186,1211,0,1
1,TRAIN-E25-TRKPI-Semaine-02,12540009-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,16,0,1
1,TRAIN-E25-TRKPI-Semaine-03,12540009-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,16,0,1
1,TRAIN-E25-TRKPI-Semaine-02,12540010-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil/Hudson,1,10422,21,0,1
1,TRAIN-E25-TRKPI-Semaine-03,12540010-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil/Hudson,1,10422,21,0,1
